AP,AT,PE,RH,V
1011.44,29.95,432.81,66.32,73.42
1017.95,13.56,462.6,93.83,42.34
1020.54,8.16,480.21,82.11,39.72
1013.47,18.95,457.58,81.22,46.21
1006.23,33.45,435.48,44.14,73.88
1010.23,28.03,438.88,66.04,60.23
1012.78,25.19,438.73,75.15,63.94
1016.9,29.9,441.41,48.24,64.79
1012.63,24.13,453.19,71.36,45.61
1006.35,25.6,437.82,81.58,56.9
1007.36,19.83,449.45,91.64,51.43
1018.09,11.75,472.43,97.7,40.55
1020.96,6.28,489.79,90.91,41.06
1009.93,26.12,434.67,72.13,70.47
1021.01,7.92,482.98,81.84,36.08
1021.89,13.63,462.4,80.5,40.92
1007.45,23.84,436.05,71.35,68.94
1019.48,5.25,495.23,67.7,40.07
1021.36,13.91,472.67,78.98,44.58
1018.63,10.63,477.19,90.26,44.2
1014.77,22.48,445.55,63.9,67.45
1011.31,27.36,436.69,45.3,66.54
1008.47,27.99,439.74,59.63,66.91
1008.63,30.93,427.82,58.47,71.85
1016.77,20.37,463.2,66.22,44.58
1021.47,7.01,483.95,62.84,37.8
1020.44,16.98,450.55,95.18,63.09
1010.07,30.03,436.88,64.2,70.02
1020.62,6.34,478.78,94.39,40.64
1015.19,14.59,469.32,54.13,35.71
1019.68,10.72,479.21,60.71,41.17
1012.27,26.89,436.44,43.84,56.85
1016.97,11.84,477.51,90.52,39.28
1006.33,29.59,426.62,62.35,71.77
1006.05,12.02,470.17,84.66,39.69
1012.79,18.89,463.91,38.63,43.56
1010.22,18.18,451.14,99.73,50.16
1006.23,27.82,440.31,52.18,52.84
1013.89,20.77,450.97,88.72,51.3
1008.26,28.21,430.46,86.29,73.06
1011.11,15.86,465.46,82.24,43.67
1012.55,25.65,435.25,62.02,69.23
1006.38,31.18,438.46,56.74,70.36
1019.71,10.05,475.48,90.41,40.23
1006.72,30.33,438.47,70.31,70.36
1001.31,26.19,433.34,91.87,73.77
1010.84,28.09,437.83,51.29,70.02
1007.44,19.02,453.08,76.76,47.45
1007.16,15.49,465.37,82.16,40.89
1012.96,23.26,442.75,88.31,64.05
1014.2,15.99,465.96,78.66,43.34
1004.96,23.95,440.9,79.48,60.37
1011.92,30.91,433.71,65.59,70.32
1010.46,8.35,483.63,90.13,42.85
1014.09,7.0,489.52,81.32,38.5
1007.11,20.53,444.69,90.02,49.16
1017.66,25.04,440.92,57.08,65.48
1005.57,24.51,449.73,63.53,51.95
1012.82,21.23,445.41,74.57,68.08
1024.0,7.01,489.64,86.37,40.72
1000.23,16.78,459.64,70.52,41.35
1031.2,9.08,476.69,75.34,40.02
1007.27,30.78,433.96,62.77,69.14
1012.21,23.02,443.66,80.61,63.47
1016.62,25.56,435.81,76.1,74.67
1016.9,17.53,470.63,60.95,42.24
1020.83,21.12,454.65,69.96,62.96
1019.82,13.01,466.5,92.86,41.49
1015.45,7.47,489.59,50.3,40.07
1012.82,13.17,474.93,72.76,36.71
1012.04,15.25,467.23,41.43,43.02
1009.36,28.89,433.02,70.33,70.72
1011.57,27.19,444.8,53.66,62.91
1009.23,21.46,445.5,86.58,74.87
1008.04,32.16,433.29,51.74,76.2
1011.2,25.42,433.82,76.58,68.08
1005.51,22.83,440.76,83.93,59.43
1006.7,15.63,455.24,78.28,41.79
1001.7,30.83,435.87,57.85,77.3
1022.19,15.78,461.07,83.7,43.99
1012.59,25.46,443.5,62.9,56.89
1008.89,20.57,465.69,38.78,44.78
1014.57,10.02,478.5,99.16,42.44
1020.94,11.61,464.68,77.56,52.75
1009.56,23.14,443.87,77.2,51.19
1022.46,15.04,468.12,78.29,38.01
1026.19,10.27,470.76,76.78,52.75
1015.75,21.19,443.29,80.84,74.93
1021.62,12.69,477.14,80.19,40.71
1007.39,28.37,434.91,71.06,71.64
1017.34,19.12,447.02,92.45,58.79
1020.75,23.49,450.28,65.16,64.63
1018.05,19.0,451.96,83.38,58.95
1020.41,11.58,478.06,74.09,41.74
1016.1,15.2,463.88,72.76,39.0
1012.81,15.71,462.6,97.46,40.12
1019.05,23.27,443.43,61.36,65.48
1019.72,19.78,450.43,78.36,62.1
1008.19,14.1,464.07,74.05,39.16
1017.59,19.62,446.29,87.39,58.79
1011.84,13.9,465.0,94.74,39.59
1009.22,31.37,436.16,56.58,74.87
1007.38,26.86,430.44,81.14,71.32
1019.64,18.35,458.41,77.94,57.76
1013.05,30.29,441.57,60.46,59.22
1010.02,25.91,442.65,75.31,58.98
1008.24,15.98,467.42,83.78,42.99
1023.07,15.72,462.19,66.95,41.76
1009.61,22.81,440.4,75.17,71.85
1011.75,13.73,464.94,49.65,41.78
1009.61,5.33,491.17,94.97,39.33
1024.7,14.71,462.34,70.29,52.72
1013.72,24.26,459.65,61.62,42.8
1006.72,27.78,429.62,74.53,72.43
1017.7,16.5,458.37,95.66,53.29
1015.16,8.51,483.54,86.61,39.66
1009.8,18.6,430.38,86.42,58.71
1012.55,6.52,483.01,86.36,39.85
1017.37,14.76,465.58,71.07,40.71
1010.76,28.8,435.45,49.61,70.02
1018.39,11.53,474.49,85.52,41.39
1018.89,12.15,468.07,90.02,45.01
1008.3,9.61,473.54,91.36,44.03
1009.3,13.67,470.39,81.85,38.53
1010.01,25.88,430.86,72.8,71.73
1016.32,26.82,439.48,55.76,66.51
1004.68,28.11,427.33,67.08,69.84
1015.96,28.9,440.62,45.06,60.07
1010.13,26.97,433.88,75.16,71.58
1006.6,26.84,427.2,79.12,71.94
1009.05,25.28,445.34,68.54,67.69
1019.02,9.02,478.32,69.98,38.08
1013.36,12.89,475.13,87.29,36.71
1003.0,17.35,459.83,64.62,39.72
1007.11,26.86,426.97,76.61,71.14
1016.44,15.43,470.74,79.8,39.16
1009.92,29.72,426.54,66.42,68.24
1011.62,31.4,433.42,65.01,70.32
1016.9,21.6,450.14,76.59,59.8
1021.95,7.06,448.97,90.38,41.74
1020.69,18.9,455.88,80.57,62.96
1013.62,27.77,441.3,51.43,63.9
1007.75,13.2,472.41,94.98,40.83
1016.84,22.59,447.17,78.58,60.32
1011.47,28.5,441.74,54.41,64.84
1006.3,27.98,436.08,73.53,67.9
1017.35,27.64,441.04,54.78,75.6
1021.87,9.6,481.03,77.75,37.73
1016.03,10.61,480.28,76.33,43.79
1007.68,31.41,430.81,70.49,76.09
1015.9,28.53,436.16,40.68,66.51
1020.35,7.24,486.76,80.56,41.17
1010.11,7.32,482.1,95.18,41.26
1005.65,26.93,437.76,60.26,67.07
1020.88,9.76,470.95,91.82,40.71
1014.74,22.85,448.61,63.92,59.15
1007.9,13.24,472.22,87.53,40.83
1009.64,29.14,437.76,39.95,61.5
1012.14,22.18,449.77,68.86,62.91
1015.22,15.07,459.96,57.74,43.48
1002.65,25.43,436.1,88.13,72.39
1011.46,14.64,467.8,71.9,39.58
1024.02,14.43,467.33,83.57,41.76
1019.9,8.44,486.15,70.72,41.17
1014.18,32.33,427.29,50.93,69.89
1010.07,23.62,447.93,48.77,61.87
1006.24,25.83,434.45,81.83,70.47
1006.09,17.74,457.05,80.7,49.69
1009.44,23.54,426.24,65.48,67.83
1013.32,26.07,436.94,54.03,69.23
1008.25,27.38,435.81,82.49,77.24
1002.05,23.54,448.56,38.05,41.1
1005.79,28.73,436.35,52.4,50.05
1012.11,14.93,468.19,45.56,43.02
1006.75,34.76,427.42,41.31,68.94
1014.5,23.64,440.7,61.83,63.31
1005.24,29.84,440.93,56.18,58.9
1015.0,10.33,478.3,88.62,40.6
1007.37,25.74,441.05,79.89,59.07
1002.13,31.92,431.32,65.73,75.33
1016.05,13.97,470.96,84.6,39.16
1012.57,25.44,441.77,87.65,61.25
1018.73,12.88,469.12,51.95,44.71
1009.07,7.74,481.69,90.11,42.49
1020.86,11.8,466.75,98.44,43.99
1011.43,11.87,479.18,62.92,40.67
1011.69,18.41,465.64,64.88,42.04
1014.74,12.65,473.46,92.81,44.34
1018.41,7.05,480.47,72.36,43.65
1013.07,12.6,472.45,86.22,41.5
1004.53,30.69,430.33,65.86,71.98
1009.04,27.76,429.25,84.96,72.58
1024.4,16.31,456.58,55.69,52.75
1012.24,25.21,441.04,85.14,63.21
1010.39,29.53,432.89,66.13,77.54
1002.86,26.71,437.31,74.5,76.86
1023.32,15.94,462.44,67.17,41.76
1023.17,7.33,466.16,92.43,41.16
1024.3,14.31,463.54,76.41,40.78
1014.99,12.57,461.88,87.8,41.79
1009.32,30.61,429.1,55.17,69.13
1017.69,14.94,456.41,65.43,40.0
1023.39,14.65,467.18,87.76,44.84
1010.18,25.76,443.7,65.15,74.87
1009.7,24.4,436.68,59.26,71.14
1010.71,34.18,432.1,66.77,78.05
1017.17,23.02,443.44,72.0,67.25
1009.11,8.22,480.38,95.61,40.77
1019.17,7.16,486.12,70.1,38.56
1014.61,28.32,436.97,77.17,77.95
1019.21,15.5,468.53,65.21,44.34
1011.51,26.79,440.55,72.46,62.44
1017.87,13.62,464.79,89.67,42.34
1017.57,8.86,478.05,90.47,40.23
1019.98,7.14,487.71,71.9,44.71
1013.46,27.29,446.94,45.35,64.45
1010.66,24.06,443.75,81.16,58.98
1020.29,18.36,456.49,82.0,56.65
1024.85,13.83,458.85,73.08,40.78
1015.27,21.43,449.12,75.49,60.95
1013.42,19.08,451.05,68.88,58.59
1008.57,31.46,430.8,41.79,71.29
1011.1,24.54,437.38,69.14,66.49
1020.12,10.41,472.82,94.27,41.01
1009.81,10.49,478.75,78.92,42.49
1020.94,15.03,460.06,65.57,44.45
1031.27,8.53,476.73,85.57,40.02
1008.84,14.64,462.72,79.3,39.31
1017.29,24.31,449.12,64.44,58.62
1010.3,33.95,432.22,56.69,80.18
1006.59,10.39,479.14,87.77,40.22
1020.77,19.69,456.29,62.83,56.65
1013.83,21.45,453.15,52.26,45.09
1006.82,26.04,432.94,84.88,72.43
1009.73,24.39,438.2,72.24,71.85
1001.49,19.69,456.55,60.34,39.72
1011.9,15.37,468.23,91.48,43.67
1006.4,22.3,445.1,75.28,57.19
1016.01,18.64,465.13,51.17,43.79
1020.85,7.3,485.1,77.83,39.72
1013.2,28.59,436.7,42.96,68.08
1018.73,14.48,467.46,75.88,44.06
1005.69,10.16,477.27,58.04,41.55
1000.07,30.75,431.93,65.47,71.25
1007.05,12.54,471.86,84.03,44.03
1011.05,27.28,434.78,75.48,78.92
1013.78,23.54,445.19,64.28,65.27
1012.33,26.68,441.04,60.78,62.91
1021.4,9.88,481.58,92.06,40.0
1008.1,9.27,481.23,89.24,40.22
1016.1,26.38,441.07,47.57,65.12
1007.99,26.64,439.32,75.68,58.69
1016.45,23.63,445.51,69.97,58.62
1014.92,24.39,447.7,59.98,51.86
1009.82,23.09,443.86,72.36,63.76
1006.97,32.38,438.67,60.04,67.17
1003.86,27.44,442.19,66.74,58.9
1020.61,9.37,474.41,87.31,44.77
1006.26,30.96,425.66,52.76,71.77
1010.01,12.06,465.63,100.13,48.04
1018.46,20.1,446.7,80.87,58.95
1027.1,9.64,479.08,70.11,36.66
1006.5,28.02,428.58,72.41,71.77
1008.73,25.24,435.09,79.39,71.14
1018.68,24.96,442.67,69.97,60.27
1004.02,27.5,439.77,59.23,49.3
1008.51,20.83,460.6,35.9,44.78
1003.25,28.44,426.69,68.24,69.84
1011.31,21.89,441.76,85.71,58.05
1012.7,16.87,460.31,71.63,52.05
1007.13,23.48,441.78,84.83,51.43
1020.17,15.23,464.02,85.02,37.87
1018.06,23.57,439.71,80.19,66.75
1018.21,22.17,443.31,89.55,60.27
1009.78,30.97,435.6,58.92,69.13
1013.6,23.84,447.03,47.63,49.21
1009.65,23.55,443.54,54.83,61.87
1017.35,17.32,472.33,62.96,42.24
1014.5,21.61,458.47,75.62,41.54
1027.04,12.85,464.86,86.29,41.14
1008.52,22.39,448.37,87.48,58.18
1016.15,22.22,442.95,80.58,66.05
1007.99,24.67,443.51,75.64,70.94
1013.91,6.76,487.08,77.0,39.22
1023.24,13.35,469.34,61.98,39.18
1013.43,11.43,471.09,82.45,44.78
1018.09,13.18,469.63,88.84,37.91
1011.39,29.53,431.97,53.41,71.14
1011.25,25.07,442.44,51.99,56.85
1017.71,28.36,433.88,52.6,66.75
1014.62,32.67,432.32,50.73,77.95
1009.69,22.3,442.78,86.18,74.87
1005.61,16.85,455.33,100.1,49.78
1017.47,7.0,484.51,87.65,39.81
1012.94,12.74,469.92,86.28,41.5
1008.5,32.88,431.74,62.74,72.29
1018.07,17.46,458.06,91.01,53.29
1011.1,29.05,442.58,51.39,64.84
1015.03,11.32,472.67,64.68,36.18
1011.73,19.65,450.5,93.89,57.85
1012.82,22.69,450.65,45.03,64.45
998.42,28.31,431.95,79.23,74.34
1010.81,27.97,441.7,63.73,66.17
1010.5,21.45,443.31,82.17,69.94
1014.81,21.45,453.38,73.73,66.05
1014.29,20.51,461.87,69.14,45.38
1021.42,14.57,462.48,66.23,44.45
1015.08,22.21,448.33,66.8,48.14
1016.78,15.06,466.72,88.23,41.85
1013.18,24.84,442.7,83.08,59.22
1003.13,24.44,440.53,67.04,47.93
1012.83,27.05,441.39,56.31,59.15
1010.15,33.92,433.01,58.89,77.95
1012.89,15.42,469.9,83.54,39.82
1002.48,26.87,437.78,71.91,74.99
1026.87,8.69,477.2,80.28,41.04
1006.52,14.19,462.86,90.72,49.83
1012.24,18.23,454.06,73.86,45.01
1013.02,25.47,440.38,63.21,56.89
1010.06,12.62,470.94,81.52,40.83
1017.57,13.61,465.65,91.35,42.34
1008.28,23.91,439.84,66.71,67.69
1017.01,14.73,470.45,74.21,39.52
1007.2,21.62,444.16,92.9,50.05
1000.9,15.29,468.62,81.17,38.73
1008.0,23.66,439.02,89.49,72.43
1017.91,25.14,444.5,53.3,60.29
1010.7,22.56,445.07,51.63,48.92
1011.05,13.56,473.16,73.62,39.58
1011.53,28.74,430.12,48.6,71.14
1017.61,6.93,482.37,61.28,38.68
1018.99,13.52,469.41,69.22,39.3
1011.01,28.69,439.87,66.4,67.79
1016.14,7.9,485.26,83.05,43.79
1015.53,19.5,453.99,73.87,65.12
1014.47,22.27,451.74,49.33,48.98
1011.22,27.83,443.85,71.05,59.57
1013.38,25.34,443.94,66.02,64.27
1006.08,23.57,446.72,70.12,67.9
1010.27,29.73,432.73,84.84,73.06
1006.3,27.63,434.22,75.38,64.96
1007.09,17.28,463.28,74.25,39.99
1005.68,20.58,460.1,62.09,39.53
1003.72,24.6,439.46,72.26,49.3
1007.62,29.98,432.0,75.6,76.09
1019.43,12.19,475.64,65.47,41.17
1007.76,30.71,428.27,68.04,68.27
1017.7,24.92,441.07,44.92,63.94
1007.22,25.94,439.46,64.76,60.75
1006.22,23.92,433.23,92.96,71.98
1025.75,11.04,468.84,94.44,39.96
1009.79,22.1,443.95,67.57,65.94
1001.88,19.45,458.26,52.16,41.1
1013.79,24.56,444.34,82.38,63.21
1005.6,31.86,435.91,57.68,73.88
1013.1,22.49,455.12,75.69,45.61
1008.51,19.13,447.03,87.54,50.78
1012.5,20.55,453.47,67.07,68.63
1016.04,15.92,468.91,73.37,41.2
1016.59,18.4,462.05,52.44,43.69
1015.11,12.73,472.94,93.55,44.34
1023.73,7.68,477.84,87.48,39.96
1016.54,14.02,469.53,75.73,44.85
1014.36,30.94,439.84,53.76,64.44
1030.38,9.42,472.99,87.8,41.4
1020.13,11.12,477.69,75.07,41.54
999.22,3.92,487.35,95.26,41.31
1013.95,20.38,448.93,77.8,66.54
1005.78,25.6,433.25,84.82,73.67
1014.58,23.22,443.7,75.18,59.15
1006.63,25.14,438.39,77.17,60.37
1008.55,7.92,484.75,81.68,42.28
1009.86,24.77,441.29,85.56,69.71
1010.02,30.36,439.05,54.22,69.82
1014.6,21.81,447.13,66.41,65.06
1009.94,27.12,429.08,52.67,70.32
1021.63,8.97,482.62,78.94,39.66
1005.17,23.31,438.52,82.75,60.37
1013.7,20.8,443.77,82.48,69.45
1018.3,9.31,480.25,93.68,41.39
1004.88,27.5,438.81,72.7,59.54
1022.24,10.47,477.47,81.16,41.06
1019.2,13.86,467.23,97.22,50.59
1006.79,23.42,441.8,86.45,50.05
1003.55,15.56,464.42,76.92,41.1
1019.91,16.96,460.57,89.11,46.36
1019.78,18.68,453.25,83.67,62.1
1025.36,18.33,468.14,62.57,49.64
1014.49,13.78,445.98,81.86,40.1
1021.35,12.19,474.63,74.98,41.06
1025.8,15.56,457.11,64.81,41.04
1009.54,32.87,433.1,59.85,70.8
1011.93,25.76,440.26,43.61,57.32
1014.35,11.27,476.27,86.63,40.69
1006.82,26.69,435.04,68.29,70.36
1018.86,6.45,483.12,67.84,35.77
1016.88,23.86,444.38,71.44,74.93
1009.17,27.16,442.85,45.79,47.43
1008.98,33.97,432.33,44.32,72.29
1017.47,10.37,477.91,90.47,40.03
1011.68,25.15,434.99,70.33,71.14
1018.0,10.52,469.8,68.99,41.48
1006.26,28.88,426.66,59.15,66.56
1012.65,19.89,448.71,80.25,68.08
1013.65,19.31,463.35,41.54,43.56
1016.6,7.14,435.58,97.09,41.22
1011.56,28.18,432.72,48.03,71.14
1012.2,26.08,441.32,47.06,57.32
1017.62,29.01,442.12,44.31,64.79
1014.13,21.84,445.16,69.67,58.86
1020.68,16.82,462.22,72.07,49.15
1010.86,29.03,445.03,54.03,67.79
1016.42,14.78,469.69,67.42,41.17
1024.34,15.55,465.14,79.61,43.71
1011.63,30.22,435.98,65.97,70.32
1013.11,25.97,437.11,61.97,68.12
1013.18,19.21,454.01,81.64,53.16
1007.82,18.94,453.36,92.88,48.7
1007.34,22.2,445.32,75.13,44.05
1017.47,26.9,434.18,75.58,77.95
1010.4,16.58,463.51,96.29,46.18
1019.71,10.72,473.48,62.26,35.76
1018.32,13.64,469.61,62.2,34.03
1006.82,24.34,433.83,85.66,70.79
1014.95,30.9,430.29,40.9,73.68
1021.63,7.76,488.32,80.67,39.61
1020.24,9.08,477.26,68.37,36.18
1023.08,9.45,483.66,75.81,39.04
1006.4,28.71,440.17,64.79,51.43
1003.67,25.3,436.62,69.08,49.3
1002.49,24.47,442.08,75.04,48.6
1013.67,15.59,456.07,78.55,52.05
1014.9,29.72,434.99,72.73,77.95
1007.69,32.81,434.38,47.29,71.32
1004.8,29.2,425.2,63.74,70.79
1006.46,25.34,433.34,83.94,70.47
1006.5,10.37,470.66,90.99,37.83
1023.69,13.12,462.7,67.5,52.75
1021.59,14.8,466.21,89.24,44.21
1021.3,11.51,476.91,78.11,41.06
1021.41,14.4,462.78,73.11,41.26
1016.69,22.36,445.76,73.6,58.79
1008.54,20.61,456.68,77.54,44.63
1010.75,13.86,467.39,57.9,41.78
1012.18,12.27,477.54,85.58,39.82
1020.26,13.13,470.03,87.44,50.59
1005.83,25.1,438.44,72.53,60.37
1005.37,8.47,477.67,92.73,42.02
1011.02,21.18,452.39,78.19,60.1
1012.32,11.02,478.81,66.54,43.02
1013.67,28.69,448.54,34.1,58.33
1001.95,18.85,462.4,61.75,41.1
1007.98,29.83,438.71,47.07,62.66
1005.45,27.63,426.0,82.88,71.98
1015.16,17.7,455.97,67.91,49.21
1013.7,22.69,448.52,62.05,48.14
1010.19,10.56,463.14,87.12,39.13
1016.19,14.86,468.87,67.43,44.85
1009.61,27.24,442.84,51.89,44.89
1009.66,22.74,444.59,55.03,61.87
1009.31,25.31,437.03,63.31,61.5
1014.96,29.13,437.25,37.08,68.3
1011.62,8.42,483.49,80.32,43.14
1009.89,30.76,430.98,50.43,73.17
1004.61,28.46,438.02,38.1,49.16
1012.75,18.15,464.44,52.69,41.67
1005.21,28.71,432.05,71.11,71.64
1022.9,9.65,476.71,98.08,44.68
1018.96,7.28,485.57,67.98,38.56
1010.48,16.26,456.86,86.57,44.89
1015.91,25.86,446.58,53.37,60.32
1011.65,11.6,473.22,80.79,39.96
1011.95,21.43,448.17,94.47,63.47
1008.68,28.0,433.94,66.0,74.22
1006.69,28.83,428.85,67.04,72.43
1015.88,12.42,471.1,79.48,43.14
1003.75,33.37,432.67,45.26,71.37
1026.15,7.41,488.48,88.96,40.81
1019.61,14.54,466.37,81.82,42.77
1008.18,26.63,444.16,69.0,61.47
1001.08,29.87,426.47,72.75,69.13
1007.31,14.97,466.62,79.25,42.28
1000.68,34.62,425.41,38.35,69.05
1010.36,32.11,431.31,58.78,78.05
1024.58,4.69,486.34,79.35,39.42
1016.48,17.1,454.43,85.63,48.98
1012.86,13.77,471.94,88.83,42.86
1016.65,21.75,453.17,72.94,59.8
1011.69,24.98,447.15,69.97,58.05
1008.07,26.48,433.31,90.73,73.06
1018.38,13.78,458.74,68.67,40.0
1020.47,5.54,490.07,82.91,41.38
1011.18,22.07,440.09,80.86,69.94
1011.35,30.45,438.68,63.59,43.21
1011.11,21.79,446.99,91.78,61.45
1017.8,15.81,461.63,68.45,54.3
1019.62,6.86,486.92,77.37,38.08
1011.18,10.23,471.61,97.93,43.72
1015.54,22.09,447.28,72.44,65.59
1017.48,28.37,439.25,55.19,75.6
1021.43,10.07,467.01,97.15,40.92
1011.16,26.02,446.5,76.93,59.57
1014.52,25.96,444.19,50.03,60.95
1008.66,11.3,471.19,96.18,25.36
1025.95,15.12,460.58,69.67,41.04
1009.85,15.08,465.58,85.9,37.85
1005.88,32.95,425.89,45.15,67.9
1002.43,23.8,440.89,67.32,48.6
1021.35,6.86,487.49,90.78,41.38
1015.52,17.3,454.88,87.17,58.59
1017.43,26.85,433.48,74.55,75.6
1012.25,26.82,449.81,57.41,60.96
1020.33,7.87,486.2,77.77,41.17
1016.34,15.58,460.61,87.42,40.66
1018.5,24.39,442.72,61.73,60.84
1021.76,11.93,473.88,57.63,41.38
1022.31,6.67,486.52,83.51,36.08
1011.64,29.45,438.41,59.7,68.84
1018.26,22.26,442.58,85.94,60.77
1014.81,25.64,454.48,62.29,47.01
1013.21,22.46,445.9,68.68,58.33
1006.55,24.12,441.49,83.77,51.43
1014.76,31.85,428.72,47.06,68.3
1014.86,25.63,443.84,52.75,58.86
1009.03,17.09,464.11,72.01,42.42
1015.46,26.22,433.61,76.63,69.89
1025.89,8.26,474.72,70.53,39.42
1012.0,23.2,438.64,89.92,73.17
1020.49,20.92,449.09,72.98,63.86
1019.99,6.67,486.84,75.61,39.37
1007.07,29.6,429.02,62.65,71.94
1006.17,23.27,447.25,71.01,67.9
1013.44,28.43,432.62,49.99,63.31
1015.74,13.84,468.66,79.76,42.18
1011.55,11.42,478.7,82.71,40.35
1012.9,23.66,435.39,52.59,69.51
1007.41,26.09,432.52,85.37,70.4
1013.97,18.5,460.08,93.6,47.03
1007.5,16.28,464.13,77.27,42.99
1024.81,8.61,473.62,95.6,41.04
1010.68,26.11,438.87,72.59,62.44
1021.05,5.0,485.27,94.84,40.64
1013.91,22.95,438.33,81.52,63.94
1006.59,15.92,460.45,71.32,39.16
1013.24,23.07,443.42,58.38,65.27
1007.02,26.42,438.5,76.28,59.54
1013.33,11.64,472.34,85.79,38.25
1007.25,17.11,453.22,100.09,49.78
1031.97,7.17,485.08,83.86,41.92
1004.99,27.52,429.67,52.54,66.48
1011.3,8.25,479.95,87.1,43.14
1018.4,24.49,444.54,59.95,59.87
1008.85,28.19,438.8,84.67,71.97
1002.82,17.76,461.8,73.77,40.55
1007.16,20.9,446.57,59.02,67.71
1009.25,22.31,437.05,98.56,61.45
1019.05,8.88,484.99,80.77,41.54
1018.05,20.01,455.57,58.88,52.9
1013.71,23.36,442.53,86.64,59.15
1013.14,25.54,447.06,71.15,61.08
1011.54,24.5,451.03,57.92,58.66
1016.07,12.68,471.8,86.89,43.7
1023.43,11.52,474.35,83.29,39.18
1013.02,28.08,440.26,64.34,64.44
1014.04,28.66,440.79,51.26,74.93
1009.68,30.02,440.49,56.01,69.04
1015.57,9.53,469.9,75.49,40.62
1016.24,18.58,453.96,78.74,63.78
1022.87,8.91,475.43,78.39,40.11
1013.35,26.44,439.65,60.71,59.15
1011.34,23.86,438.62,87.32,73.5
1010.52,30.02,429.84,44.91,73.5
1008.05,12.17,469.52,96.44,49.83
1013.37,25.58,446.32,71.27,61.08
1005.68,12.73,475.61,68.77,40.27
1014.25,10.74,476.83,71.61,44.85
1019.69,15.25,461.68,95.83,46.36
1012.14,27.35,431.72,74.14,77.95
1014.39,30.28,447.67,53.32,67.22
1011.28,24.88,441.03,67.38,51.43
1012.51,33.74,425.35,43.3,69.98
1011.03,32.57,440.56,46.27,65.74
1008.12,27.54,433.0,56.42,68.27
1017.86,16.09,464.95,42.74,44.71
1006.56,23.86,444.66,48.94,52.84
1009.81,27.78,431.44,79.57,70.8
1014.34,24.11,448.45,45.28,68.63
1025.53,6.39,487.69,77.23,35.57
1015.63,14.16,471.27,77.29,39.28
1013.02,13.43,472.94,66.36,43.56
1010.79,20.11,464.13,60.31,42.04
1026.15,7.32,476.12,76.51,39.42
1023.35,13.71,468.43,82.93,45.08
1004.68,21.49,438.0,80.64,68.28
1012.1,15.25,466.21,73.05,39.58
1020.62,19.81,457.72,67.99,56.65
1009.72,25.71,434.16,75.29,71.73
1027.11,9.0,480.31,75.89,36.3
1008.2,28.85,436.8,58.4,57.19
1017.45,14.66,459.23,88.57,40.73
1014.64,21.94,451.1,78.52,57.5
1011.61,26.48,438.87,51.9,66.54
1003.23,24.08,443.46,70.42,49.3
1011.77,25.95,445.5,66.22,63.47
1020.07,19.76,450.44,73.55,62.1
1019.32,5.07,494.87,66.17,40.07
1020.91,5.62,490.83,86.21,41.38
1021.09,6.8,485.96,70.02,37.8
1010.66,24.77,441.12,73.0,57.17
1003.99,18.59,459.65,86.22,44.63
1018.2,11.17,470.85,79.6,44.77
1014.67,25.87,452.32,61.87,47.01
1014.57,15.46,462.96,87.53,37.64
1013.69,22.63,445.43,90.32,58.41
1009.45,29.59,436.77,55.75,74.78
1018.07,22.25,443.99,73.67,60.84
1003.93,31.53,432.34,58.29,74.99
1012.05,17.95,455.1,59.44,49.21
1005.52,29.45,433.04,59.92,64.96
1014.24,31.31,438.14,51.08,64.44
1019.97,8.41,489.25,69.2,40.67
1018.05,22.85,452.5,67.12,60.08
1007.73,16.02,466.15,72.81,39.54
1016.37,15.12,470.11,75.62,43.79
1017.05,14.47,466.25,69.87,48.79
1013.72,12.1,478.1,75.61,41.17
1022.42,15.38,462.48,83.41,43.99
1017.22,22.16,446.0,70.51,65.48
1001.16,26.31,434.53,88.43,72.39
1002.96,15.14,460.15,72.52,39.72
1012.55,26.49,440.21,74.24,61.86
1012.5,23.06,440.03,64.03,56.85
1012.46,16.21,462.68,84.45,50.9
1033.29,8.76,480.08,76.5,41.82
1016.91,11.92,472.45,100.07,40.55
1011.48,28.64,441.32,52.84,73.4
1012.73,17.95,449.14,84.27,59.15
1013.49,33.82,439.3,42.17,73.03
1024.82,5.82,470.02,96.01,40.78
1012.62,20.41,451.26,76.21,48.06
1006.61,31.23,427.58,60.8,72.58
1014.22,6.58,493.72,55.44,40.07
1009.0,13.1,460.34,87.41,41.48
1005.31,20.13,460.09,85.42,40.33
1009.85,29.12,435.51,62.51,74.87
1011.13,19.57,448.73,96.4,68.61
1010.76,25.38,432.3,89.64,72.24
1019.23,12.56,472.54,74.26,41.4
1007.99,28.25,436.99,67.9,57.19
1009.37,27.24,439.12,81.51,77.17
1024.27,16.41,462.12,84.16,44.92
1013.12,26.1,442.75,61.0,63.56
998.79,17.37,461.08,68.44,41.23
1011.21,31.81,426.84,53.55,66.44
1024.2,13.83,465.5,80.52,45.08
1012.52,28.43,427.11,71.05,73.18
1012.67,12.07,470.36,81.66,38.25
1019.45,14.73,458.56,82.48,58.2
1013.52,16.65,452.52,87.44,56.89
1018.19,22.56,447.15,67.53,60.29
1009.15,23.76,441.16,68.52,61.5
1015.17,14.72,468.87,61.75,38.91
1010.94,22.63,448.38,72.7,58.49
1011.71,21.82,452.16,64.37,58.66
1007.5,20.88,449.34,76.21,47.45
1012.4,18.4,464.63,77.81,43.96
